Day,Month,Year,Hour,Temp_C,Humidity_pct,Precipitation_mm,WindSpeed_kmh,CloudCover_pct,AtmosPressure_hPa,WeatherCondition
18,5,2022,21,25.1,93,0.1,2.9,90,1012.0,51
19,5,2022,0,24.5,94,0.0,4.0,100,1011.7,3
19,5,2022,3,24.7,92,0.0,4.3,100,1010.4,3
19,5,2022,6,24.9,93,0.0,5.6,100,1010.8,3
19,5,2022,9,27.9,78,0.1,6.2,74,1012.2,51
19,5,2022,12,28.3,82,0.2,10.1,98,1010.5,51
19,5,2022,15,28.0,80,0.4,8.7,100,1008.3,51
19,5,2022,18,26.9,86,0.2,1.5,100,1008.7,51
19,5,2022,21,25.2,93,0.0,5.3,100,1010.7,3
20,5,2022,0,24.5,94,0.0,5.1,100,1009.9,3
20,5,2022,3,24.2,97,0.2,3.3,100,1008.4,51
20,5,2022,6,24.4,95,1.0,3.2,100,1008.7,55
20,5,2022,9,28.4,79,0.0,3.0,88,1009.9,3
20,5,2022,12,29.3,73,1.4,9.6,77,1008.0,61
20,5,2022,15,28.6,75,2.4,5.8,100,1006.4,61
20,5,2022,18,26.2,90,0.4,4.7,100,1006.5,51
20,5,2022,21,25.0,95,1.8,7.4,100,1008.8,61
21,5,2022,0,24.4,95,5.1,10.1,100,1008.5,63
21,5,2022,3,24.3,95,0.2,3.3,100,1005.9,51
21,5,2022,6,24.7,94,0.9,2.1,100,1007.0,53
21,5,2022,9,28.0,82,0.0,2.3,100,1007.2,3
21,5,2022,12,29.0,77,0.0,12.8,100,1005.3,3
21,5,2022,15,28.7,79,0.0,10.0,99,1003.0,3
21,5,2022,18,26.9,84,0.0,6.0,100,1003.6,3
21,5,2022,21,25.9,87,0.1,9.4,46,1005.7,51
22,5,2022,0,25.7,91,0.0,2.2,100,1005.0,3
22,5,2022,3,24.5,95,0.0,4.1,100,1003.2,3
22,5,2022,6,24.6,98,0.0,5.6,100,1003.0,3
22,5,2022,9,28.6,82,0.0,1.5,100,1003.8,3
22,5,2022,12,31.3,72,0.0,6.6,100,1002.2,3
22,5,2022,15,29.8,78,0.0,9.8,76,1000.1,2
22,5,2022,18,28.2,86,0.0,7.8,100,1000.5,3
22,5,2022,21,28.0,88,0.0,1.8,100,1002.8,3
23,5,2022,0,25.7,95,0.0,4.7,100,1002.2,3
23,5,2022,3,24.8,97,0.0,6.0,100,1001.0,3
23,5,2022,6,25.7,94,0.0,5.1,99,1002.1,3
23,5,2022,9,30.7,71,0.1,6.5,100,1003.8,51
23,5,2022,12,31.8,71,0.4,2.9,98,1003.0,51
23,5,2022,15,30.2,75,0.7,5.4,100,1001.6,53
23,5,2022,18,28.7,86,0.0,3.5,100,1003.1,3
23,5,2022,21,27.4,90,0.0,5.5,87,1005.7,3
24,5,2022,0,26.4,94,0.0,5.0,100,1005.2,3
24,5,2022,3,25.8,95,0.0,6.0,100,1004.0,3
24,5,2022,6,26.0,92,0.0,6.6,100,1005.5,3
24,5,2022,9,30.1,75,0.0,4.5,100,1007.2,3
24,5,2022,12,31.3,72,4.6,10.0,100,1006.3,63
24,5,2022,15,30.6,76,0.2,1.5,98,1005.3,51
24,5,2022,18,27.6,92,0.0,1.8,88,1006.0,3
24,5,2022,21,27.0,93,0.0,4.3,100,1008.9,3
25,5,2022,0,25.8,97,0.0,4.9,98,1007.6,3
25,5,2022,3,25.0,98,0.0,3.9,98,1006.3,3
25,5,2022,6,25.8,96,0.0,5.4,99,1007.9,3
25,5,2022,9,30.4,74,0.0,2.5,100,1008.6,3
25,5,2022,12,32.1,70,0.2,5.2,100,1006.5,51
25,5,2022,15,30.2,74,1.6,4.3,100,1005.1,61
25,5,2022,18,28.7,89,0.0,3.3,100,1004.8,3
25,5,2022,21,27.9,85,0.0,3.4,99,1006.1,3
26,5,2022,0,25.8,95,0.0,4.9,100,1005.5,3
26,5,2022,3,24.8,98,0.0,3.6,89,1004.3,3
26,5,2022,6,25.3,94,0.0,6.3,100,1005.1,3
26,5,2022,9,31.2,71,0.0,1.5,100,1006.0,3
26,5,2022,12,32.7,68,0.3,1.1,100,1004.0,51
26,5,2022,15,29.7,75,0.0,6.2,88,1001.5,3
26,5,2022,18,29.1,86,0.0,5.9,100,1001.0,3
26,5,2022,21,27.6,92,0.0,6.4,100,1004.2,3
27,5,2022,0,26.7,95,0.0,4.5,100,1003.6,3
27,5,2022,3,25.7,92,0.0,5.7,95,1002.1,3
27,5,2022,6,25.9,89,0.0,7.4,99,1002.9,3
27,5,2022,9,31.5,65,0.0,3.5,98,1003.7,3
27,5,2022,12,33.1,61,0.2,8.1,100,1002.3,51
27,5,2022,15,28.3,81,0.4,10.8,100,1001.8,51
27,5,2022,18,27.6,92,0.1,2.9,100,1001.0,51
27,5,2022,21,25.2,96,0.0,6.3,100,1003.8,3
28,5,2022,0,25.6,94,0.0,4.0,97,1003.1,3
28,5,2022,3,24.3,98,0.0,4.6,92,1001.2,3
28,5,2022,6,25.1,94,0.0,7.2,95,1002.1,3
28,5,2022,9,30.8,69,0.0,4.3,37,1003.8,1
28,5,2022,12,32.7,63,0.0,6.0,6,1002.7,0
28,5,2022,15,28.4,85,5.0,7.2,73,1001.9,63
28,5,2022,18,28.4,90,0.0,3.2,25,1002.2,1
28,5,2022,21,26.9,87,0.0,8.4,21,1004.9,1
29,5,2022,0,25.4,88,0.0,7.1,7,1004.4,0
29,5,2022,3,24.7,90,0.0,7.9,0,1002.1,0
29,5,2022,6,25.2,90,0.0,7.7,1,1003.1,0
29,5,2022,9,31.0,66,0.0,1.9,12,1005.0,0
29,5,2022,12,32.7,61,0.1,5.0,34,1003.7,51
29,5,2022,15,28.2,81,0.9,14.0,42,1002.6,53
29,5,2022,18,27.9,89,0.1,4.4,24,1003.0,51
29,5,2022,21,27.1,87,0.0,5.4,10,1005.1,0
30,5,2022,0,26.0,92,0.0,6.8,8,1004.6,0
30,5,2022,3,25.1,93,0.0,6.2,10,1003.4,0
30,5,2022,6,25.3,93,0.0,6.6,16,1004.8,0
30,5,2022,9,31.2,67,0.0,4.8,23,1005.8,1
30,5,2022,12,33.2,60,0.0,3.7,74,1004.1,2
30,5,2022,15,30.7,75,0.0,11.5,71,1002.7,2
30,5,2022,18,28.5,85,0.1,3.8,90,1002.4,51
30,5,2022,21,27.2,88,0.0,4.7,52,1005.3,2
31,5,2022,0,25.8,95,0.0,4.6,7,1005.0,0
31,5,2022,3,25.1,97,0.0,4.8,23,1003.5,1
31,5,2022,6,25.7,91,0.0,6.6,99,1004.6,3
31,5,2022,9,31.3,70,0.0,3.6,90,1006.4,3
31,5,2022,12,32.1,72,0.1,6.8,48,1005.1,51
31,5,2022,15,30.6,75,0.1,5.9,42,1003.2,51
31,5,2022,18,29.7,80,0.0,2.0,34,1003.1,1
31,5,2022,21,26.5,93,0.0,4.4,70,1006.4,2
1,6,2022,0,27.1,93,0.0,3.2,100,1006.7,3
1,6,2022,3,25.4,96,0.0,4.7,97,1005.2,3
1,6,2022,6,25.6,96,0.0,9.4,100,1005.2,3
1,6,2022,9,30.9,75,0.0,1.3,29,1007.4,1
1,6,2022,12,31.9,74,0.0,7.8,100,1005.8,3
1,6,2022,15,29.7,77,0.0,10.9,94,1003.7,3
1,6,2022,18,28.9,89,0.0,2.9,11,1004.1,0
1,6,2022,21,26.2,90,0.2,6.0,98,1006.3,51
2,6,2022,0,26.2,90,0.0,4.4,100,1005.6,3
2,6,2022,3,25.6,95,0.0,4.3,70,1004.3,2
2,6,2022,6,26.0,94,0.0,5.5,54,1005.3,2
2,6,2022,9,30.8,72,0.0,4.3,38,1007.3,1
2,6,2022,12,32.5,68,0.2,1.9,96,1005.5,51
2,6,2022,15,31.7,73,0.1,2.0,99,1003.7,51
2,6,2022,18,28.9,87,0.0,4.4,71,1003.7,2
2,6,2022,21,27.2,89,0.0,4.9,100,1006.1,3
3,6,2022,0,26.5,91,0.0,5.0,100,1006.2,3
3,6,2022,3,25.3,94,0.0,5.7,94,1004.7,3
3,6,2022,6,25.4,91,0.0,7.3,80,1004.8,3
3,6,2022,9,30.7,69,0.0,7.2,100,1006.2,3
3,6,2022,12,33.7,61,0.0,5.4,100,1004.3,3
3,6,2022,15,31.9,73,0.0,13.7,45,1002.9,1
3,6,2022,18,29.2,84,0.0,4.8,97,1003.9,3
3,6,2022,21,26.6,92,0.0,5.4,96,1006.8,3
4,6,2022,0,25.8,95,0.0,4.5,100,1006.7,3
4,6,2022,3,25.5,93,0.0,6.5,99,1005.2,3
4,6,2022,6,25.7,91,0.0,7.3,98,1005.8,3
4,6,2022,9,31.4,67,0.0,2.8,91,1007.4,3
4,6,2022,12,33.6,61,0.0,4.9,7,1006.0,0
4,6,2022,15,29.1,79,5.5,12.7,97,1004.9,63
4,6,2022,18,29.1,87,0.0,3.4,48,1003.3,1
4,6,2022,21,27.9,87,0.0,6.4,76,1005.6,2
5,6,2022,0,26.5,91,0.0,5.6,100,1005.6,3
5,6,2022,3,25.5,86,0.0,9.2,99,1004.4,3
5,6,2022,6,25.1,85,0.0,7.6,98,1005.8,3
5,6,2022,9,31.4,63,0.0,5.2,100,1006.3,3
5,6,2022,12,34.5,56,0.0,2.6,100,1004.4,3
5,6,2022,15,31.7,72,0.1,14.2,100,1002.5,51
5,6,2022,18,30.4,83,0.0,5.4,98,1002.2,3
5,6,2022,21,29.4,86,0.0,2.8,100,1005.0,3
6,6,2022,0,26.9,98,0.0,5.7,100,1005.0,3
6,6,2022,3,26.0,94,0.0,7.6,90,1003.3,3
6,6,2022,6,25.6,87,0.0,9.6,100,1004.1,3
6,6,2022,9,31.9,63,0.0,8.8,100,1004.9,3
6,6,2022,12,35.2,50,0.0,1.0,100,1004.0,3
6,6,2022,15,29.6,78,9.0,10.8,100,1003.7,65
6,6,2022,18,29.2,86,0.0,4.0,100,1002.7,3
6,6,2022,21,26.8,90,0.0,5.2,100,1005.5,3
7,6,2022,0,26.0,95,0.0,4.7,100,1005.3,3
7,6,2022,3,25.6,95,0.0,5.1,100,1003.4,3
7,6,2022,6,25.9,91,0.0,7.6,100,1004.7,3
7,6,2022,9,31.5,68,0.0,8.3,51,1005.7,2
7,6,2022,12,33.9,57,0.8,3.7,92,1004.2,53
7,6,2022,15,30.4,75,2.2,7.6,100,1003.0,61
7,6,2022,18,29.1,82,0.0,2.5,100,1004.0,3
7,6,2022,21,26.4,93,0.0,3.3,100,1007.1,3
8,6,2022,0,26.0,95,0.0,4.2,100,1006.6,3
8,6,2022,3,25.7,95,0.0,4.6,100,1004.8,3
8,6,2022,6,25.9,93,0.0,6.4,100,1005.7,3
8,6,2022,9,30.4,73,0.0,6.1,100,1007.2,3
8,6,2022,12,33.4,61,0.0,2.5,98,1005.6,3
8,6,2022,15,29.7,74,0.1,11.3,100,1004.2,51
8,6,2022,18,29.4,83,0.0,4.0,100,1004.0,3
8,6,2022,21,28.2,87,0.0,2.1,100,1006.2,3
9,6,2022,0,26.4,93,0.0,5.3,100,1005.8,3
9,6,2022,3,25.7,95,0.0,5.6,100,1004.5,3
9,6,2022,6,25.7,93,0.0,7.3,99,1005.6,3
9,6,2022,9,31.6,69,0.0,0.8,100,1007.0,3
9,6,2022,12,33.4,64,0.1,5.9,100,1005.3,51
9,6,2022,15,32.0,69,0.0,8.7,100,1003.0,3
9,6,2022,18,30.3,85,0.0,4.0,100,1003.7,3
9,6,2022,21,29.2,83,0.0,4.5,100,1005.8,3
10,6,2022,0,27.1,93,0.0,5.6,100,1005.8,3
10,6,2022,3,27.2,87,0.0,5.6,100,1004.8,3
10,6,2022,6,26.9,91,0.0,5.5,100,1005.3,3
10,6,2022,9,32.1,65,0.0,4.1,100,1005.7,3
10,6,2022,12,33.7,65,0.0,7.4,100,1005.0,3
10,6,2022,15,33.1,67,0.0,6.0,100,1003.0,3
10,6,2022,18,30.8,79,0.0,4.8,100,1002.8,3
10,6,2022,21,29.2,84,0.0,6.3,100,1006.4,3
11,6,2022,0,27.2,93,0.0,5.3,100,1006.7,3
11,6,2022,3,26.7,91,0.0,5.6,100,1004.7,3
11,6,2022,6,26.6,87,0.0,8.2,100,1006.1,3
11,6,2022,9,32.6,64,0.0,4.3,100,1007.2,3
11,6,2022,12,35.4,51,0.0,2.5,100,1005.2,3
11,6,2022,15,33.3,62,0.0,6.6,100,1003.7,3
11,6,2022,18,28.4,85,0.0,4.1,100,1005.5,3
11,6,2022,21,26.5,89,0.1,10.5,100,1008.3,51
12,6,2022,0,25.7,92,0.0,5.2,100,1007.9,3
12,6,2022,3,25.1,95,0.0,4.3,100,1006.2,3
12,6,2022,6,25.7,93,0.0,5.6,100,1007.0,3
12,6,2022,9,31.2,68,0.0,1.8,100,1007.9,3
12,6,2022,12,33.6,64,0.0,8.2,91,1006.9,3
12,6,2022,15,32.9,65,0.0,9.9,100,1004.6,3
12,6,2022,18,30.7,85,0.0,4.1,99,1004.2,3
12,6,2022,21,27.7,92,0.0,3.6,98,1007.7,3
13,6,2022,0,26.8,93,0.0,4.9,96,1007.1,3
13,6,2022,3,25.8,96,0.0,4.3,44,1005.9,1
13,6,2022,6,26.1,93,0.0,6.9,100,1006.8,3
13,6,2022,9,31.5,66,0.0,4.0,95,1007.9,3
13,6,2022,12,34.0,58,0.0,7.2,100,1006.4,3
13,6,2022,15,33.2,62,0.0,9.9,100,1004.0,3
13,6,2022,18,30.7,78,0.0,5.8,100,1003.6,3
13,6,2022,21,28.5,85,0.0,7.9,98,1006.4,3
14,6,2022,0,27.3,92,0.0,5.8,93,1006.6,3
14,6,2022,3,26.5,90,0.0,5.9,100,1005.2,3
14,6,2022,6,26.5,90,0.0,5.9,100,1006.2,3
14,6,2022,9,32.1,64,0.0,4.1,96,1007.7,3
14,6,2022,12,34.1,58,0.0,7.7,100,1006.6,3
14,6,2022,15,30.7,71,3.6,6.4,100,1006.0,63
14,6,2022,18,28.6,83,0.0,4.1,100,1006.1,3
14,6,2022,21,29.2,78,0.0,3.3,100,1007.8,3
15,6,2022,0,27.1,91,0.0,4.9,100,1008.1,3
15,6,2022,3,26.0,91,0.0,4.7,100,1006.5,3
15,6,2022,6,26.6,91,0.0,3.9,47,1007.3,1
15,6,2022,9,30.9,73,0.0,4.1,100,1009.0,3
15,6,2022,12,32.3,73,0.1,6.6,100,1008.1,51
15,6,2022,15,29.3,84,0.5,6.3,100,1007.6,53
15,6,2022,18,27.1,85,0.2,3.4,100,1007.1,51
15,6,2022,21,25.3,94,0.0,5.0,100,1010.1,3
16,6,2022,0,25.2,95,0.0,3.8,100,1010.2,3
16,6,2022,3,25.0,95,0.0,3.9,100,1009.2,3
16,6,2022,6,26.0,93,0.0,2.8,85,1008.6,3
16,6,2022,9,30.2,71,0.0,0.4,100,1010.3,3
16,6,2022,12,33.2,64,0.0,5.3,100,1008.2,3
16,6,2022,15,31.7,69,0.1,10.5,40,1006.2,51
16,6,2022,18,29.3,82,0.0,3.3,51,1005.7,2
16,6,2022,21,27.1,89,0.0,4.8,44,1008.1,1
17,6,2022,0,26.4,95,0.0,3.8,55,1008.5,2
17,6,2022,3,25.7,95,0.0,4.1,98,1007.3,3
17,6,2022,6,26.0,91,0.0,6.6,100,1007.6,3
17,6,2022,9,31.5,64,0.0,2.3,36,1008.7,1
17,6,2022,12,32.9,64,0.0,10.8,89,1007.5,3
17,6,2022,15,33.5,60,0.0,9.4,83,1004.9,3
17,6,2022,18,30.7,75,0.0,5.4,6,1004.8,0
17,6,2022,21,28.3,90,0.0,6.2,1,1007.0,0
18,6,2022,0,27.0,93,0.0,4.7,93,1007.1,3
18,6,2022,3,26.2,91,0.0,7.1,1,1005.6,0
18,6,2022,6,26.3,85,0.0,10.2,57,1006.3,2
18,6,2022,9,32.2,64,0.0,3.9,97,1007.5,3
18,6,2022,12,34.7,58,0.0,2.7,96,1006.5,3
18,6,2022,15,33.0,63,0.0,7.2,100,1004.8,3
18,6,2022,18,31.0,72,0.0,7.1,99,1003.9,3
18,6,2022,21,28.9,85,0.0,6.4,45,1005.6,1
19,6,2022,0,27.4,91,0.0,5.1,100,1005.7,3
19,6,2022,3,26.5,89,0.0,7.6,58,1004.9,2
19,6,2022,6,26.5,81,0.0,10.0,2,1005.3,0
19,6,2022,9,32.4,62,0.0,7.4,8,1006.4,0
19,6,2022,12,35.3,54,0.0,5.9,91,1004.9,3
19,6,2022,15,32.5,61,0.0,16.2,44,1003.2,1
19,6,2022,18,31.8,64,0.0,10.1,38,1002.0,1
19,6,2022,21,28.7,82,0.0,6.8,100,1004.2,3
20,6,2022,0,27.3,90,0.0,4.6,100,1004.6,3
20,6,2022,3,26.2,90,0.0,5.7,36,1003.8,1
20,6,2022,6,26.1,85,0.0,7.0,71,1004.4,2
20,6,2022,9,32.5,65,0.0,4.2,61,1005.3,2
20,6,2022,12,34.4,54,0.0,12.3,22,1004.0,1
20,6,2022,15,33.6,58,0.0,14.0,100,1001.4,3
20,6,2022,18,31.3,70,0.0,8.8,99,1000.3,3
20,6,2022,21,29.4,77,0.0,5.9,100,1002.9,3
21,6,2022,0,27.2,91,0.0,5.6,99,1003.1,3
21,6,2022,3,26.0,96,0.0,4.3,100,1002.3,3
21,6,2022,6,26.5,85,0.0,6.1,100,1003.4,3
21,6,2022,9,32.7,59,0.0,6.7,99,1004.8,3
21,6,2022,12,35.2,55,0.0,6.9,100,1003.7,3
21,6,2022,15,33.6,55,0.0,12.3,58,1002.1,2
21,6,2022,18,30.2,71,0.0,14.1,16,1002.4,0
21,6,2022,21,29.6,70,0.0,9.9,100,1005.3,3
22,6,2022,0,27.1,87,0.0,6.1,100,1005.9,3
22,6,2022,3,26.1,93,0.0,4.1,100,1005.1,3
22,6,2022,6,26.4,86,0.0,8.8,99,1005.4,3
22,6,2022,9,32.0,59,0.0,2.0,100,1007.7,3
22,6,2022,12,33.8,54,0.0,12.5,100,1007.3,3
22,6,2022,15,33.1,57,0.0,13.6,100,1006.0,3
22,6,2022,18,30.1,75,0.0,4.0,100,1007.0,3
22,6,2022,21,27.2,88,0.0,4.8,100,1009.2,3
23,6,2022,0,26.1,95,0.0,4.0,100,1009.1,3
23,6,2022,3,25.0,95,0.0,5.1,100,1007.6,3
23,6,2022,6,25.8,93,0.0,4.2,100,1009.1,3
23,6,2022,9,30.9,66,0.0,4.1,100,1009.8,3
23,6,2022,12,33.2,58,0.0,13.7,39,1007.9,1
23,6,2022,15,31.7,62,0.1,19.0,49,1005.4,51
23,6,2022,18,29.8,68,0.0,11.1,100,1006.1,3
23,6,2022,21,28.0,81,0.0,10.5,100,1009.1,3
24,6,2022,0,26.7,90,0.0,5.1,100,1009.1,3
24,6,2022,3,25.5,97,0.0,3.9,47,1007.4,1
24,6,2022,6,25.6,98,0.0,3.8,60,1007.5,2
24,6,2022,9,30.3,74,0.0,2.5,100,1008.4,3
24,6,2022,12,31.7,67,0.4,12.6,90,1007.2,51
24,6,2022,15,30.2,70,0.1,11.6,100,1005.4,51
24,6,2022,18,27.4,80,0.3,10.2,100,1005.7,51
24,6,2022,21,25.9,90,0.0,3.3,100,1007.8,3
25,6,2022,0,25.0,94,0.0,3.3,100,1007.7,3
25,6,2022,3,25.4,92,0.0,2.6,97,1006.1,3
25,6,2022,6,25.3,94,0.0,3.6,100,1006.1,3
25,6,2022,9,29.7,74,0.0,0.8,99,1007.8,3
25,6,2022,12,32.2,61,0.0,9.7,100,1006.1,3
25,6,2022,15,31.3,63,0.1,11.2,32,1004.5,51
25,6,2022,18,29.5,69,0.1,10.1,100,1005.2,51
25,6,2022,21,27.2,89,0.0,4.0,87,1007.8,3
26,6,2022,0,25.8,95,0.0,3.6,97,1007.8,3
26,6,2022,3,25.0,96,0.0,3.6,24,1006.4,1
26,6,2022,6,25.3,91,0.0,6.2,41,1007.4,1
26,6,2022,9,31.0,67,0.0,4.3,76,1008.8,2
26,6,2022,12,34.1,57,0.0,7.5,8,1007.8,0
26,6,2022,15,31.9,62,0.0,7.7,22,1006.6,1
26,6,2022,18,29.7,69,0.0,4.9,14,1006.5,0
26,6,2022,21,27.5,83,0.0,8.4,100,1009.4,3
27,6,2022,0,26.0,89,0.0,4.7,92,1008.6,3
27,6,2022,3,25.1,94,0.0,4.1,0,1007.6,0
27,6,2022,6,25.6,90,0.0,4.7,34,1008.3,1
27,6,2022,9,31.7,60,0.0,3.2,73,1009.3,2
27,6,2022,12,34.5,53,0.0,7.9,60,1007.0,2
27,6,2022,15,33.4,55,0.0,11.9,16,1004.8,0
27,6,2022,18,30.4,71,0.0,5.2,9,1003.8,0
27,6,2022,21,28.8,83,0.0,5.5,6,1006.0,0
28,6,2022,0,27.3,94,0.0,4.3,83,1006.4,3
28,6,2022,3,26.6,93,0.0,5.6,24,1005.2,1
28,6,2022,6,26.6,88,0.0,8.7,32,1005.7,1
28,6,2022,9,32.4,59,0.0,6.2,100,1006.2,3
28,6,2022,12,36.0,47,0.0,1.1,100,1003.8,3
28,6,2022,15,33.4,59,0.0,14.5,100,1001.3,3
28,6,2022,18,30.5,70,0.0,8.9,100,1001.6,3
28,6,2022,21,28.5,88,0.0,3.5,100,1003.5,3
29,6,2022,0,27.6,90,0.0,2.6,100,1003.7,3
29,6,2022,3,26.5,97,0.0,5.6,100,1001.8,3
29,6,2022,6,26.4,88,0.0,7.2,99,1001.3,3
29,6,2022,9,33.3,58,0.0,8.0,93,1002.0,3
29,6,2022,12,36.5,46,0.0,8.0,100,1000.7,3
29,6,2022,15,33.7,53,0.0,6.0,100,999.4,3
29,6,2022,18,31.3,64,0.0,3.8,100,999.8,3
29,6,2022,21,28.6,78,0.0,10.0,100,1002.7,3
30,6,2022,0,27.2,83,0.0,5.4,100,1002.3,3
30,6,2022,3,26.5,87,0.0,7.1,100,1000.4,3
30,6,2022,6,26.9,86,0.0,3.3,100,1000.8,3
30,6,2022,9,31.8,66,0.0,2.7,100,1001.6,3
30,6,2022,12,31.6,67,0.1,14.4,100,1001.2,51
30,6,2022,15,30.2,72,3.0,12.8,100,999.9,63
30,6,2022,18,29.3,77,0.0,7.0,100,999.5,3
30,6,2022,21,26.5,90,3.4,9.8,100,1002.4,63
1,7,2022,0,26.2,95,0.0,3.8,100,1001.5,3
1,7,2022,3,25.9,96,0.0,3.9,100,1000.2,3
1,7,2022,6,26.4,90,0.0,4.1,100,1000.0,3
1,7,2022,9,28.2,76,0.0,5.1,100,1002.3,3
1,7,2022,12,26.6,91,3.1,8.2,100,1001.9,63
1,7,2022,15,28.0,86,0.0,2.7,100,998.6,3
1,7,2022,18,27.5,88,0.0,4.6,100,997.6,3
1,7,2022,21,27.0,92,0.1,5.2,100,1001.1,51
2,7,2022,0,26.4,96,0.3,2.7,100,1000.2,51
2,7,2022,3,26.1,98,0.1,2.9,100,999.1,51
2,7,2022,6,26.3,97,0.3,1.8,100,999.7,51
2,7,2022,9,27.6,87,0.4,1.5,100,1000.7,51
2,7,2022,12,28.5,79,0.1,3.4,100,1000.8,51
2,7,2022,15,30.3,72,0.0,5.2,100,998.5,3
2,7,2022,18,28.2,78,0.0,8.7,100,999.7,3
2,7,2022,21,27.7,81,0.0,5.4,100,1001.2,3
3,7,2022,0,27.2,86,0.0,5.0,100,1001.4,3
3,7,2022,3,26.7,84,0.0,4.4,100,1000.4,3
3,7,2022,6,26.9,91,0.0,2.6,100,1001.5,3
3,7,2022,9,31.7,63,0.0,2.8,100,1002.5,3
3,7,2022,12,35.3,50,0.0,2.2,100,1002.0,3
3,7,2022,15,35.4,50,0.0,4.4,100,999.2,3
3,7,2022,18,31.7,69,0.0,11.2,100,999.6,3
3,7,2022,21,29.6,76,0.0,2.7,100,1002.4,3
4,7,2022,0,27.9,83,0.0,5.3,100,1002.6,3
4,7,2022,3,26.9,81,0.0,9.5,100,1001.6,3
4,7,2022,6,26.7,79,0.0,9.9,100,1002.1,3
4,7,2022,9,33.1,56,0.0,9.7,100,1002.6,3
4,7,2022,12,36.1,47,0.0,1.5,100,1001.7,3
4,7,2022,15,32.9,63,0.4,7.3,86,1000.8,51
4,7,2022,18,31.8,68,0.0,4.8,100,1000.1,3
4,7,2022,21,29.0,85,0.0,5.5,100,1002.5,3
5,7,2022,0,27.6,93,0.0,3.9,100,1003.8,3
5,7,2022,3,27.2,87,0.0,6.8,100,1002.7,3
5,7,2022,6,26.9,78,0.0,10.8,100,1002.9,3
5,7,2022,9,33.4,54,0.0,6.1,100,1004.2,3
5,7,2022,12,35.9,49,0.0,2.2,100,1003.1,3
5,7,2022,15,34.1,57,0.0,10.5,91,1001.3,3
5,7,2022,18,30.9,69,0.0,12.7,98,1002.6,3
5,7,2022,21,28.8,87,0.0,2.9,94,1004.8,3
6,7,2022,0,27.0,90,0.0,6.8,100,1005.7,3
6,7,2022,3,27.1,88,0.0,3.0,100,1004.9,3
6,7,2022,6,26.9,94,0.0,5.4,100,1005.0,3
6,7,2022,9,32.3,62,0.0,6.9,100,1005.4,3
6,7,2022,12,35.1,53,0.0,5.8,100,1004.1,3
6,7,2022,15,32.7,65,3.8,5.6,100,1002.6,63
6,7,2022,18,30.2,75,0.0,10.2,100,1003.7,3
6,7,2022,21,26.6,91,0.0,2.7,100,1007.0,3
7,7,2022,0,26.1,94,0.0,4.7,100,1006.0,3
7,7,2022,3,25.6,95,0.0,4.8,100,1005.0,3
7,7,2022,6,26.2,93,0.0,5.4,100,1004.6,3
7,7,2022,9,31.8,66,0.0,2.3,100,1005.9,3
7,7,2022,12,33.9,60,0.0,6.4,100,1004.3,3
7,7,2022,15,29.0,80,12.9,10.2,100,1004.7,65
7,7,2022,18,28.5,85,0.0,2.6,100,1003.8,3
7,7,2022,21,27.0,92,7.1,15.5,100,1006.9,63
8,7,2022,0,25.8,95,0.0,1.8,100,1006.5,3
8,7,2022,3,25.4,94,0.0,4.1,100,1005.1,3
8,7,2022,6,25.9,93,0.0,7.2,100,1005.1,3
8,7,2022,9,29.7,76,0.0,0.7,100,1006.6,3
8,7,2022,12,32.2,70,0.3,8.7,100,1004.7,51
8,7,2022,15,30.8,75,0.2,7.9,97,1003.1,51
8,7,2022,18,28.7,81,1.3,5.6,100,1004.5,61
8,7,2022,21,26.3,90,0.0,4.3,100,1006.4,3
9,7,2022,0,25.8,89,0.0,7.1,100,1005.4,3
9,7,2022,3,25.2,94,0.0,4.7,100,1003.9,3
9,7,2022,6,25.6,91,0.0,2.6,100,1004.8,3
9,7,2022,9,29.3,74,0.0,4.8,100,1005.2,3
9,7,2022,12,29.0,74,0.0,11.2,100,1004.0,3
9,7,2022,15,28.7,77,0.6,9.4,100,1003.0,53
9,7,2022,18,26.9,84,1.6,0.0,100,1003.6,61
9,7,2022,21,25.7,94,0.2,5.4,100,1005.3,51
10,7,2022,0,25.3,94,0.1,6.1,100,1005.2,51
10,7,2022,3,25.0,93,2.5,4.6,100,1003.9,63
10,7,2022,6,24.9,92,0.1,4.3,100,1003.9,51
10,7,2022,9,26.6,86,0.2,9.7,100,1004.9,51
10,7,2022,12,26.1,92,5.2,7.9,100,1004.2,63
10,7,2022,15,26.7,88,0.8,9.0,100,1002.4,53
10,7,2022,18,26.1,91,0.4,4.7,100,1002.6,51
10,7,2022,21,25.4,94,0.1,4.4,100,1004.6,51
11,7,2022,0,25.5,94,1.5,2.3,100,1004.4,61
11,7,2022,3,25.0,96,0.3,2.4,100,1002.8,51
11,7,2022,6,25.0,96,0.0,2.6,100,1003.6,3
11,7,2022,9,28.1,80,0.0,4.8,100,1004.8,3
11,7,2022,12,29.9,73,0.0,9.7,100,1003.8,3
11,7,2022,15,29.2,77,0.1,12.3,70,1002.4,51
11,7,2022,18,27.1,89,0.3,4.9,57,1003.4,51
11,7,2022,21,25.0,93,0.0,3.6,4,1004.9,0
12,7,2022,0,24.5,96,0.0,3.9,1,1005.2,0
12,7,2022,3,24.1,96,0.0,3.9,21,1003.5,1
