Day,Month,Year,Hour,Temp_C,Humidity_pct,Precipitation_mm,WindSpeed_kmh,CloudCover_pct,AtmosPressure_hPa,WeatherCondition
1,1,2020,0,22.4,92,0.4,6.9,100,1020.5,51
1,1,2020,3,22.5,94,1.2,8.4,100,1019.3,55
1,1,2020,6,22.7,95,0.3,8.6,100,1019.6,51
1,1,2020,9,24.0,90,0.5,12.5,99,1022.1,53
1,1,2020,12,24.9,83,0.3,16.9,97,1020.8,51
1,1,2020,15,24.6,82,0.4,16.6,92,1018.9,51
1,1,2020,18,23.0,92,0.4,10.3,92,1019.8,51
1,1,2020,21,22.8,92,0.2,11.1,49,1021.8,51
2,1,2020,0,22.7,92,0.2,9.6,47,1021.3,51
2,1,2020,3,21.9,96,0.2,4.0,100,1020.2,51
2,1,2020,6,21.7,96,0.2,4.6,83,1020.7,51
2,1,2020,9,24.0,87,0.5,11.6,89,1022.3,53
2,1,2020,12,24.5,82,0.1,13.2,98,1021.2,51
2,1,2020,15,23.9,85,0.5,15.7,100,1019.1,53
2,1,2020,18,22.6,92,0.5,12.6,100,1019.5,53
2,1,2020,21,22.6,92,0.5,9.4,100,1021.3,53
3,1,2020,0,22.5,93,0.1,7.2,97,1020.9,51
3,1,2020,3,22.5,88,0.2,3.6,97,1018.9,51
3,1,2020,6,21.5,96,1.1,2.6,100,1019.0,55
3,1,2020,9,24.3,82,0.6,12.4,44,1021.0,53
3,1,2020,12,25.5,74,0.3,15.8,49,1019.4,51
3,1,2020,15,25.0,76,0.0,14.2,54,1017.9,2
3,1,2020,18,22.5,92,0.0,4.2,62,1018.3,2
3,1,2020,21,22.1,97,0.3,2.3,55,1019.9,51
4,1,2020,0,21.5,97,0.1,3.6,68,1018.8,51
4,1,2020,3,20.9,97,0.0,6.0,88,1017.6,3
4,1,2020,6,20.5,97,0.1,5.8,97,1018.3,51
4,1,2020,9,23.0,87,0.1,3.6,96,1019.7,51
4,1,2020,12,25.5,63,0.0,13.2,75,1017.9,2
4,1,2020,15,24.9,68,0.0,11.9,96,1015.6,3
4,1,2020,18,21.5,90,0.0,7.3,92,1016.4,3
4,1,2020,21,22.6,80,0.0,1.3,98,1017.9,3
5,1,2020,0,21.2,94,0.1,3.1,97,1017.1,51
5,1,2020,3,19.9,94,0.0,4.7,48,1016.4,1
5,1,2020,6,19.8,93,0.1,4.9,100,1017.2,51
5,1,2020,9,22.2,87,0.3,1.8,98,1019.2,51
5,1,2020,12,25.1,75,0.2,11.8,40,1016.7,51
5,1,2020,15,24.9,73,0.0,12.2,50,1015.2,2
5,1,2020,18,21.1,93,0.0,7.4,15,1015.7,0
5,1,2020,21,20.3,95,0.0,4.2,34,1017.4,1
6,1,2020,0,20.1,95,0.0,6.0,48,1016.4,1
6,1,2020,3,20.1,93,0.0,7.9,49,1015.7,1
6,1,2020,6,19.5,94,0.0,8.2,100,1016.6,3
6,1,2020,9,23.4,76,0.0,8.0,81,1018.7,3
6,1,2020,12,26.1,72,0.0,6.5,32,1016.4,1
6,1,2020,15,25.2,77,0.0,12.1,39,1014.3,1
6,1,2020,18,22.2,92,0.0,5.8,5,1015.3,0
6,1,2020,21,21.8,95,0.0,5.2,50,1016.6,2
7,1,2020,0,20.7,95,0.0,4.7,20,1014.9,1
7,1,2020,3,19.9,96,0.0,6.6,23,1013.1,1
7,1,2020,6,19.4,98,0.0,5.1,46,1015.1,1
7,1,2020,9,24.2,81,0.0,4.0,16,1017.8,0
7,1,2020,12,26.1,75,0.0,10.7,100,1015.7,3
7,1,2020,15,25.5,78,0.0,10.0,38,1013.5,1
7,1,2020,18,22.7,92,0.0,5.4,88,1014.6,3
7,1,2020,21,22.1,95,0.0,5.4,68,1016.5,2
8,1,2020,0,21.4,97,0.0,3.6,79,1016.6,2
8,1,2020,3,20.8,97,0.2,3.9,100,1015.5,51
8,1,2020,6,21.0,98,0.1,6.5,100,1016.2,51
8,1,2020,9,24.0,88,0.1,0.5,96,1018.4,51
8,1,2020,12,26.4,74,0.0,9.1,94,1015.9,3
8,1,2020,15,25.2,79,0.0,13.7,96,1013.9,3
8,1,2020,18,23.4,84,0.0,8.1,74,1014.9,2
8,1,2020,21,23.3,86,0.0,2.8,98,1016.0,3
9,1,2020,0,22.2,95,0.1,3.2,93,1016.0,51
9,1,2020,3,21.1,97,0.2,3.7,92,1014.8,51
9,1,2020,6,20.9,96,0.0,4.0,53,1015.0,2
9,1,2020,9,24.0,84,0.1,2.5,74,1017.0,51
9,1,2020,12,24.9,80,0.1,12.0,92,1015.3,51
9,1,2020,15,25.0,73,0.0,9.8,34,1013.0,1
9,1,2020,18,22.4,89,0.0,5.5,14,1013.5,0
9,1,2020,21,23.0,86,0.0,3.3,15,1014.7,0
10,1,2020,0,21.0,95,0.0,7.0,23,1014.5,1
10,1,2020,3,20.1,97,0.0,4.7,24,1013.1,1
10,1,2020,6,19.4,97,0.0,5.8,15,1013.5,0
10,1,2020,9,23.8,78,0.0,5.4,86,1015.8,3
10,1,2020,12,25.1,77,0.0,8.7,69,1014.1,2
10,1,2020,15,24.7,78,0.0,12.1,52,1011.8,2
10,1,2020,18,22.5,92,0.0,5.4,36,1012.3,1
10,1,2020,21,22.6,91,0.0,3.6,80,1013.2,3
11,1,2020,0,21.9,94,0.2,3.1,94,1012.8,51
11,1,2020,3,21.7,95,0.1,4.6,100,1011.8,51
11,1,2020,6,22.0,95,0.9,2.4,100,1012.2,53
11,1,2020,9,23.6,86,0.8,1.9,100,1014.9,53
11,1,2020,12,25.5,76,0.1,9.2,99,1013.4,51
11,1,2020,15,25.2,76,0.0,12.0,99,1011.2,3
11,1,2020,18,22.8,88,0.0,5.1,93,1012.2,3
11,1,2020,21,22.5,92,0.0,6.0,98,1013.4,3
12,1,2020,0,21.2,95,0.0,4.2,98,1013.4,3
12,1,2020,3,20.9,97,0.0,6.6,93,1013.0,3
12,1,2020,6,20.5,98,0.0,5.0,45,1013.7,1
12,1,2020,9,23.7,80,0.1,5.4,83,1016.5,51
12,1,2020,12,25.4,73,0.1,9.6,92,1014.6,51
12,1,2020,15,25.2,74,0.0,9.4,61,1012.4,2
12,1,2020,18,22.1,90,0.0,5.7,26,1013.4,1
12,1,2020,21,20.9,94,0.0,6.9,21,1014.1,1
13,1,2020,0,20.8,96,0.6,3.2,89,1014.2,53
13,1,2020,3,21.0,96,0.6,1.5,100,1013.9,53
13,1,2020,6,20.4,97,0.1,5.7,73,1014.7,51
13,1,2020,9,22.5,87,0.2,1.0,85,1016.3,51
13,1,2020,12,24.8,78,0.0,12.3,42,1015.4,1
13,1,2020,15,24.9,72,0.0,14.4,24,1013.2,1
13,1,2020,18,22.4,84,0.0,9.5,11,1013.5,0
13,1,2020,21,20.5,92,0.0,7.0,24,1015.1,1
14,1,2020,0,19.1,95,0.0,4.0,68,1015.2,2
14,1,2020,3,18.1,98,0.0,5.1,76,1014.7,2
14,1,2020,6,17.3,99,0.0,7.7,100,1016.0,3
14,1,2020,9,22.5,82,0.2,4.5,69,1018.0,51
14,1,2020,12,25.1,67,0.0,13.7,37,1015.9,1
14,1,2020,15,24.5,67,0.0,16.3,2,1013.2,0
14,1,2020,18,22.1,76,0.0,11.7,2,1013.7,0
14,1,2020,21,20.7,87,0.0,5.9,12,1015.7,0
15,1,2020,0,20.3,85,0.0,6.1,24,1016.0,1
15,1,2020,3,18.5,91,0.0,5.7,3,1014.4,0
15,1,2020,6,17.4,96,0.0,6.9,1,1015.2,0
15,1,2020,9,23.9,74,0.0,5.5,3,1016.7,0
15,1,2020,12,26.3,59,0.0,10.5,11,1014.7,0
15,1,2020,15,24.9,72,0.0,17.9,0,1012.2,0
15,1,2020,18,22.6,79,0.0,13.1,0,1012.8,0
15,1,2020,21,20.5,92,0.0,6.6,5,1014.9,0
16,1,2020,0,19.3,95,0.0,4.1,1,1014.7,0
16,1,2020,3,18.8,96,0.0,6.4,14,1013.9,0
16,1,2020,6,17.8,97,0.0,4.8,3,1014.3,0
16,1,2020,9,23.6,80,0.0,0.5,8,1016.1,0
16,1,2020,12,25.9,75,0.0,12.1,2,1015.1,0
16,1,2020,15,25.1,78,0.0,12.1,20,1013.1,1
16,1,2020,18,22.9,88,0.0,7.6,9,1014.0,0
16,1,2020,21,21.4,96,0.0,6.9,33,1015.9,1
17,1,2020,0,21.7,95,0.1,3.7,37,1016.3,51
17,1,2020,3,20.5,99,0.0,3.4,34,1015.3,1
17,1,2020,6,19.9,100,0.1,6.6,100,1016.4,51
17,1,2020,9,23.6,87,0.1,0.8,44,1019.0,51
17,1,2020,12,26.2,68,0.0,6.8,60,1017.2,2
17,1,2020,15,25.6,74,0.0,11.5,1,1014.6,0
17,1,2020,18,21.9,91,0.0,5.9,9,1015.6,0
17,1,2020,21,22.6,89,0.0,4.3,19,1017.7,0
18,1,2020,0,20.8,96,0.3,3.6,68,1017.7,51
18,1,2020,3,20.9,96,0.2,3.9,47,1016.0,51
18,1,2020,6,19.9,97,0.0,5.9,26,1016.4,1
18,1,2020,9,23.9,75,0.0,3.6,19,1018.2,0
18,1,2020,12,26.2,63,0.0,9.5,52,1016.3,2
18,1,2020,15,25.1,71,0.0,13.2,1,1014.1,0
18,1,2020,18,22.4,80,0.0,10.9,1,1015.3,0
18,1,2020,21,20.5,90,0.0,5.8,64,1017.2,2
19,1,2020,0,19.6,93,0.0,4.2,14,1016.4,0
19,1,2020,3,19.0,95,0.0,5.9,21,1015.3,1
19,1,2020,6,18.7,96,0.0,5.1,43,1016.5,1
19,1,2020,9,23.4,78,0.0,3.3,41,1019.1,1
19,1,2020,12,25.3,71,0.1,11.9,49,1018.0,51
19,1,2020,15,25.1,67,0.0,14.4,54,1016.5,2
19,1,2020,18,22.0,82,0.0,6.9,93,1017.3,3
19,1,2020,21,21.4,86,0.0,5.4,74,1018.3,2
20,1,2020,0,19.0,94,0.0,5.6,9,1018.0,0
20,1,2020,3,18.4,96,0.0,5.6,19,1016.3,0
20,1,2020,6,18.2,95,0.0,4.0,42,1017.0,1
20,1,2020,9,22.3,80,0.1,7.4,50,1020.5,51
20,1,2020,12,24.4,72,0.1,14.2,57,1019.0,51
20,1,2020,15,24.6,68,0.0,13.7,41,1017.1,1
20,1,2020,18,22.0,82,0.0,8.6,59,1018.1,2
20,1,2020,21,20.0,91,0.0,6.7,27,1020.0,1
21,1,2020,0,19.4,88,0.0,5.6,38,1019.3,1
21,1,2020,3,19.3,89,0.0,6.6,33,1017.6,1
21,1,2020,6,18.2,95,0.0,7.1,29,1018.3,1
21,1,2020,9,23.6,73,0.0,2.5,60,1020.8,2
21,1,2020,12,24.7,71,0.0,11.5,100,1019.5,3
21,1,2020,15,25.0,64,0.0,11.7,15,1017.0,0
21,1,2020,18,21.9,83,0.0,6.3,90,1017.5,3
21,1,2020,21,21.2,86,0.0,5.4,20,1019.2,1
22,1,2020,0,19.9,88,0.0,5.5,10,1018.3,0
22,1,2020,3,19.0,92,0.0,5.4,17,1016.3,0
22,1,2020,6,18.1,95,0.0,5.1,17,1016.9,0
22,1,2020,9,24.5,68,0.0,4.7,36,1018.7,1
22,1,2020,12,27.2,61,0.0,10.4,25,1016.8,1
22,1,2020,15,25.4,72,0.0,17.5,32,1014.0,1
22,1,2020,18,22.8,84,0.0,12.1,3,1014.6,0
22,1,2020,21,21.5,91,0.0,5.6,17,1016.9,0
23,1,2020,0,20.3,94,0.0,4.8,10,1016.4,0
23,1,2020,3,19.1,96,0.0,6.0,21,1014.2,1
23,1,2020,6,18.0,97,0.0,4.4,74,1014.7,2
23,1,2020,9,24.5,75,0.0,2.6,0,1016.7,0
23,1,2020,12,29.0,55,0.0,11.6,89,1014.4,3
23,1,2020,15,27.9,65,0.0,20.4,88,1011.2,3
23,1,2020,18,24.1,80,0.0,14.2,78,1012.4,2
23,1,2020,21,22.2,93,0.0,9.4,4,1014.7,0
24,1,2020,0,21.0,96,0.0,5.8,14,1015.1,0
24,1,2020,3,19.4,98,0.0,7.1,88,1013.2,3
24,1,2020,6,18.8,100,0.0,5.9,100,1014.5,3
24,1,2020,9,24.4,79,0.0,0.0,86,1016.5,3
24,1,2020,12,29.1,56,0.0,13.2,87,1014.6,3
24,1,2020,15,28.2,67,0.0,19.3,94,1010.9,3
24,1,2020,18,24.0,82,0.0,16.4,88,1012.3,3
24,1,2020,21,22.2,93,0.0,9.2,94,1014.0,3
25,1,2020,0,21.5,94,0.0,7.0,97,1013.8,3
25,1,2020,3,20.5,95,0.0,6.9,95,1011.8,3
25,1,2020,6,18.8,99,0.0,4.8,96,1012.6,3
25,1,2020,9,24.6,79,0.0,0.4,87,1013.8,3
25,1,2020,12,29.4,57,0.0,8.8,95,1011.6,3
25,1,2020,15,28.2,68,0.0,20.4,99,1008.0,3
25,1,2020,18,24.7,81,0.0,15.1,94,1009.4,3
25,1,2020,21,23.9,88,0.0,9.5,95,1011.8,3
26,1,2020,0,22.6,95,0.0,4.4,98,1012.2,3
26,1,2020,3,22.4,96,0.0,3.6,97,1010.7,3
26,1,2020,6,21.6,98,0.0,8.2,99,1011.7,3
26,1,2020,9,23.4,79,0.1,17.3,100,1014.8,51
26,1,2020,12,25.9,64,0.0,19.0,100,1013.3,3
26,1,2020,15,23.8,69,0.0,27.2,100,1011.0,3
26,1,2020,18,21.9,76,0.0,20.9,100,1013.1,3
26,1,2020,21,20.8,77,0.0,11.9,100,1014.8,3
27,1,2020,0,20.4,80,0.0,4.6,99,1014.8,3
27,1,2020,3,19.5,79,0.0,7.0,95,1013.0,3
27,1,2020,6,19.6,79,0.0,5.4,100,1013.4,3
27,1,2020,9,22.4,69,0.0,5.4,92,1015.0,3
27,1,2020,12,25.1,65,0.0,7.3,100,1013.1,3
27,1,2020,15,24.2,72,0.0,15.8,100,1010.4,3
27,1,2020,18,22.7,78,0.0,13.7,100,1011.4,3
27,1,2020,21,21.3,82,0.0,12.4,100,1013.5,3
28,1,2020,0,21.2,78,0.0,9.8,100,1014.2,3
28,1,2020,3,20.8,82,0.1,7.3,100,1012.9,51
28,1,2020,6,20.6,84,0.0,6.0,100,1014.0,3
28,1,2020,9,22.0,77,0.1,9.2,100,1015.7,51
28,1,2020,12,21.8,91,1.5,14.8,100,1015.1,61
28,1,2020,15,21.5,92,0.9,12.6,100,1013.2,53
28,1,2020,18,21.0,93,0.7,7.9,100,1014.1,53
28,1,2020,21,21.0,94,1.0,3.6,100,1016.2,55
29,1,2020,0,20.8,95,1.0,5.5,100,1016.3,55
29,1,2020,3,20.7,95,3.1,8.0,100,1015.4,63
29,1,2020,6,20.6,93,1.8,14.8,100,1016.9,61
29,1,2020,9,21.3,91,1.2,9.8,100,1019.0,55
29,1,2020,12,21.5,90,1.1,12.3,100,1017.7,55
29,1,2020,15,21.5,86,0.5,15.0,100,1015.6,53
29,1,2020,18,20.1,92,0.8,9.1,100,1016.3,53
29,1,2020,21,19.5,93,1.0,13.5,100,1018.4,55
30,1,2020,0,19.2,91,0.1,8.0,100,1018.4,51
30,1,2020,3,18.8,92,0.2,10.9,100,1017.3,51
30,1,2020,6,18.7,92,0.4,13.5,100,1018.2,51
30,1,2020,9,19.1,91,0.4,12.4,100,1020.4,51
30,1,2020,12,20.0,90,1.2,12.9,100,1019.4,55
30,1,2020,15,19.7,90,1.2,13.0,100,1017.4,55
30,1,2020,18,18.8,91,1.1,10.1,100,1017.7,55
30,1,2020,21,18.7,91,0.2,6.9,100,1018.8,51
31,1,2020,0,18.4,91,0.1,4.7,94,1019.0,51
31,1,2020,3,17.9,91,0.0,4.5,100,1017.4,3
31,1,2020,6,17.7,92,0.1,5.5,86,1018.6,51
31,1,2020,9,19.9,83,0.0,5.5,66,1020.8,2
31,1,2020,12,22.1,72,0.0,11.0,100,1019.1,3
31,1,2020,15,22.5,68,0.0,10.3,57,1016.8,2
31,1,2020,18,20.2,77,0.0,6.0,73,1017.3,2
31,1,2020,21,20.4,80,0.0,5.3,81,1019.0,3
1,2,2020,0,18.9,90,0.1,5.1,98,1019.0,51
1,2,2020,3,19.1,87,0.0,5.6,94,1017.4,3
1,2,2020,6,19.6,85,0.1,3.1,100,1017.9,51
1,2,2020,9,21.6,78,0.0,3.6,97,1020.1,3
1,2,2020,12,24.0,62,0.0,14.8,72,1018.3,2
1,2,2020,15,24.2,56,0.0,13.3,79,1015.9,2
1,2,2020,18,20.8,74,0.0,8.6,67,1016.7,2
1,2,2020,21,19.6,87,0.0,6.1,23,1018.5,1
2,2,2020,0,17.6,92,0.0,4.8,2,1018.1,0
2,2,2020,3,16.2,96,0.0,7.5,7,1017.4,0
2,2,2020,6,16.8,91,0.0,9.3,100,1018.7,3
2,2,2020,9,22.1,74,0.0,6.2,57,1020.7,2
2,2,2020,12,24.6,65,0.0,5.9,65,1019.2,2
2,2,2020,15,24.1,72,0.0,8.7,64,1016.7,2
2,2,2020,18,21.0,89,0.0,7.9,0,1016.6,0
2,2,2020,21,19.9,94,0.0,6.1,0,1017.9,0
3,2,2020,0,17.8,96,0.0,5.2,18,1017.6,0
3,2,2020,3,17.6,97,0.0,9.2,50,1017.0,2
3,2,2020,6,17.4,98,0.0,8.7,100,1018.0,3
3,2,2020,9,22.5,80,0.1,2.5,78,1019.1,51
3,2,2020,12,24.5,72,0.0,12.2,52,1017.3,2
3,2,2020,15,24.5,68,0.0,15.5,74,1014.3,2
3,2,2020,18,21.8,82,0.0,12.1,0,1014.6,0
3,2,2020,21,20.6,93,0.0,5.6,14,1016.8,0
4,2,2020,0,19.2,95,0.0,4.8,22,1017.0,1
4,2,2020,3,18.0,97,0.0,8.4,40,1015.4,1
4,2,2020,6,16.8,99,0.0,5.7,49,1015.7,1
4,2,2020,9,22.7,81,0.0,3.6,52,1018.0,2
4,2,2020,12,25.5,67,0.0,10.2,97,1016.8,3
4,2,2020,15,24.7,74,0.0,13.0,44,1014.1,1
4,2,2020,18,21.6,84,0.0,8.0,1,1014.6,0
4,2,2020,21,20.1,91,0.0,6.8,17,1017.1,0
5,2,2020,0,19.3,96,0.0,6.4,63,1017.1,2
5,2,2020,3,18.6,97,0.0,5.6,62,1015.5,2
5,2,2020,6,18.9,95,0.0,5.1,82,1016.5,3
5,2,2020,9,23.1,78,0.1,3.3,86,1018.7,51
5,2,2020,12,24.0,74,0.5,8.1,78,1017.2,53
5,2,2020,15,24.8,65,0.0,10.5,47,1014.4,1
5,2,2020,18,21.1,86,0.0,6.9,0,1014.6,0
5,2,2020,21,20.2,92,0.0,6.1,0,1016.7,0
6,2,2020,0,17.7,96,0.0,5.2,1,1016.6,0
6,2,2020,3,17.3,97,0.0,6.1,18,1015.5,0
6,2,2020,6,16.5,98,0.0,8.5,100,1016.6,3
6,2,2020,9,23.1,78,0.0,4.7,41,1018.2,1
6,2,2020,12,26.2,59,0.0,10.8,83,1016.3,3
6,2,2020,15,25.7,64,0.0,16.6,56,1013.3,2
6,2,2020,18,22.1,76,0.0,13.2,0,1013.8,0
6,2,2020,21,19.8,90,0.0,6.9,9,1016.4,0
7,2,2020,0,18.2,94,0.0,5.1,1,1016.5,0
7,2,2020,3,17.1,96,0.0,5.9,72,1015.8,2
7,2,2020,6,16.4,99,0.0,7.7,95,1017.2,3
7,2,2020,9,22.7,79,0.0,4.9,35,1018.9,1
7,2,2020,12,25.8,67,0.0,8.4,95,1017.6,3
7,2,2020,15,24.7,69,0.0,12.2,43,1015.8,1
7,2,2020,18,22.1,79,0.0,6.1,76,1016.4,2
7,2,2020,21,21.1,87,0.0,3.3,87,1018.9,3
8,2,2020,0,19.9,93,0.2,6.4,38,1018.8,51
8,2,2020,3,20.0,93,0.0,8.2,42,1017.2,1
8,2,2020,6,20.0,93,0.2,4.9,100,1018.4,51
8,2,2020,9,23.2,82,0.1,4.1,55,1020.7,51
8,2,2020,12,24.8,74,0.1,11.5,73,1019.5,51
8,2,2020,15,24.7,72,0.4,14.4,86,1017.7,51
8,2,2020,18,22.2,88,0.1,9.7,58,1019.1,51
8,2,2020,21,21.9,88,0.0,6.4,85,1021.3,3
9,2,2020,0,21.1,93,0.0,6.0,68,1020.7,2
9,2,2020,3,21.3,90,0.3,10.4,75,1019.6,51
9,2,2020,6,21.1,89,0.2,9.4,28,1020.5,51
9,2,2020,9,23.3,76,0.1,15.5,36,1022.7,51
9,2,2020,12,23.9,74,0.7,23.1,67,1021.4,53
9,2,2020,15,23.3,76,0.3,21.1,26,1018.7,51
9,2,2020,18,21.4,85,0.2,14.0,64,1019.6,51
9,2,2020,21,21.6,82,0.1,9.4,53,1021.4,51
10,2,2020,0,20.8,85,0.3,9.7,89,1020.8,51
10,2,2020,3,20.6,87,0.2,9.0,100,1018.1,51
10,2,2020,6,20.0,89,0.1,6.3,52,1018.6,51
10,2,2020,9,21.9,81,0.2,13.0,100,1021.0,51
10,2,2020,12,22.4,81,1.0,13.4,99,1019.8,55
10,2,2020,15,22.3,84,0.6,9.4,100,1017.7,53
10,2,2020,18,21.6,87,0.0,5.0,98,1018.1,3
10,2,2020,21,21.2,93,0.3,3.6,95,1019.6,51
11,2,2020,0,20.9,94,0.1,2.6,99,1018.8,51
11,2,2020,3,20.5,96,0.1,4.3,100,1016.9,51
11,2,2020,6,20.4,96,0.3,5.9,100,1017.6,51
11,2,2020,9,22.7,87,0.0,2.6,70,1019.7,2
11,2,2020,12,25.6,77,0.1,10.8,100,1018.2,51
11,2,2020,15,25.0,79,0.0,11.3,85,1015.2,3
11,2,2020,18,22.7,89,0.0,5.8,13,1015.6,0
11,2,2020,21,21.9,93,0.0,5.0,21,1017.2,1
12,2,2020,0,20.9,95,0.0,6.1,20,1016.5,1
12,2,2020,3,19.4,98,0.0,4.0,0,1014.8,0
12,2,2020,6,19.2,99,0.0,3.4,8,1016.1,0
12,2,2020,9,24.6,80,0.0,2.9,20,1017.9,1
12,2,2020,12,27.2,77,0.0,13.8,99,1016.0,3
12,2,2020,15,26.4,81,0.0,19.8,30,1012.7,1
12,2,2020,18,24.6,85,0.0,14.8,21,1012.8,1
12,2,2020,21,23.4,92,0.0,11.5,4,1014.2,0
13,2,2020,0,22.5,96,0.0,5.4,10,1014.0,0
13,2,2020,3,21.2,99,0.0,4.9,75,1013.1,2
13,2,2020,6,21.0,100,0.0,4.7,100,1013.9,3
13,2,2020,9,26.0,82,0.0,1.1,1,1014.6,0
13,2,2020,12,30.7,64,0.0,7.2,6,1011.9,0
13,2,2020,15,29.9,72,0.0,16.9,42,1008.6,1
13,2,2020,18,26.1,80,0.0,13.6,27,1009.2,1
13,2,2020,21,24.5,89,0.0,11.6,79,1010.8,2
14,2,2020,0,23.3,95,0.0,5.4,53,1010.5,2
14,2,2020,3,22.4,99,0.0,2.2,51,1009.4,2
14,2,2020,6,21.8,100,0.0,5.4,100,1010.2,3
14,2,2020,9,26.2,84,0.0,2.6,85,1011.6,3
14,2,2020,12,30.2,71,0.0,5.4,44,1009.5,1
14,2,2020,15,30.1,71,0.0,17.8,51,1006.6,2
14,2,2020,18,26.3,80,0.0,11.5,47,1007.8,1
14,2,2020,21,24.1,92,0.0,5.2,2,1009.3,0
15,2,2020,0,23.8,96,0.0,2.7,0,1010.3,0
15,2,2020,3,22.4,99,0.0,4.0,100,1009.8,3
15,2,2020,6,22.7,100,0.0,2.2,100,1011.2,3
15,2,2020,9,26.8,85,0.0,1.5,71,1012.3,2
15,2,2020,12,30.3,74,0.0,10.2,0,1010.2,0
15,2,2020,15,30.3,71,0.0,16.6,10,1007.5,0
15,2,2020,18,26.4,81,0.0,14.2,11,1009.1,0
15,2,2020,21,25.4,83,0.0,5.1,0,1010.8,0
16,2,2020,0,22.9,96,0.0,5.4,0,1011.6,0
16,2,2020,3,22.1,99,0.0,3.7,0,1011.2,0
16,2,2020,6,21.6,100,0.0,5.2,100,1012.9,3
16,2,2020,9,26.5,84,0.0,4.3,40,1015.0,1
16,2,2020,12,28.2,77,0.0,19.5,64,1015.0,2
16,2,2020,15,25.8,70,0.0,26.5,32,1014.3,1
16,2,2020,18,22.3,73,0.0,26.3,100,1017.3,3
16,2,2020,21,21.6,80,0.4,9.2,100,1019.6,51
17,2,2020,0,21.0,85,0.1,5.6,100,1019.8,51
17,2,2020,3,20.8,86,0.1,9.0,100,1019.1,51
17,2,2020,6,20.1,91,1.2,9.4,100,1020.9,55
17,2,2020,9,20.6,89,1.1,9.8,100,1023.3,55
17,2,2020,12,21.4,91,2.1,16.5,100,1022.1,61
17,2,2020,15,21.0,90,0.8,15.3,99,1020.4,53
17,2,2020,18,21.0,87,0.3,13.9,100,1020.7,51
17,2,2020,21,19.3,90,1.3,12.6,100,1022.7,61
18,2,2020,0,19.8,92,4.1,4.6,100,1022.2,63
18,2,2020,3,19.5,93,6.0,4.3,100,1020.7,63
18,2,2020,6,19.4,94,5.0,2.5,100,1021.3,63
18,2,2020,9,19.9,87,6.7,6.1,100,1023.2,63
18,2,2020,12,21.3,93,4.9,10.4,100,1021.3,63
18,2,2020,15,21.5,91,1.2,16.8,100,1018.6,55
18,2,2020,18,21.0,92,0.4,12.5,100,1019.2,51
18,2,2020,21,20.5,90,0.4,8.2,71,1021.3,51
19,2,2020,0,20.3,91,0.4,4.8,91,1021.2,51
19,2,2020,3,20.9,83,0.4,3.7,45,1019.2,51
19,2,2020,6,19.2,95,0.2,3.3,82,1020.1,51
19,2,2020,9,21.2,87,0.3,5.1,87,1022.7,51
19,2,2020,12,23.7,74,0.5,12.0,62,1021.2,53
19,2,2020,15,23.7,73,0.9,12.9,68,1018.1,53
19,2,2020,18,20.6,92,0.2,7.2,52,1018.5,51
19,2,2020,21,20.8,90,0.1,2.7,42,1020.3,51
20,2,2020,0,19.3,95,0.0,5.0,40,1019.6,1
20,2,2020,3,18.6,96,0.1,5.8,54,1018.2,51
20,2,2020,6,18.6,97,0.1,3.6,50,1019.5,51
20,2,2020,9,21.8,86,0.1,3.2,89,1022.6,51
20,2,2020,12,24.9,69,0.2,14.4,37,1020.9,51
20,2,2020,15,24.4,70,0.0,14.7,32,1018.7,1
20,2,2020,18,21.7,84,0.1,10.6,51,1019.4,51
20,2,2020,21,20.8,91,0.2,3.1,41,1021.4,51
21,2,2020,0,20.0,95,0.2,2.8,95,1021.6,51
21,2,2020,3,19.6,94,0.1,4.9,92,1020.1,51
21,2,2020,6,19.7,95,0.7,5.5,100,1021.5,53
21,2,2020,9,22.3,87,0.2,4.3,55,1024.3,51
21,2,2020,12,24.3,74,0.3,17.4,47,1023.5,51
21,2,2020,15,23.3,76,0.3,17.3,81,1021.5,51
21,2,2020,18,22.0,81,0.2,8.7,53,1022.3,51
21,2,2020,21,20.9,93,0.1,5.6,34,1023.9,51
22,2,2020,0,20.0,93,0.2,5.4,76,1023.3,51
22,2,2020,3,20.1,93,0.8,6.6,61,1021.6,53
22,2,2020,6,19.8,94,0.3,6.5,72,1022.7,51
22,2,2020,9,22.0,90,0.9,8.9,87,1024.9,53
22,2,2020,12,24.4,72,0.1,17.1,29,1023.6,51
22,2,2020,15,23.6,76,1.2,17.1,48,1021.3,55
22,2,2020,18,21.3,88,0.4,6.6,27,1021.5,51
22,2,2020,21,21.0,90,0.0,6.3,40,1023.4,1
23,2,2020,0,21.6,84,0.1,3.1,24,1022.9,51
23,2,2020,3,19.1,94,0.0,7.4,55,1021.3,2
23,2,2020,6,19.3,92,0.2,8.7,100,1021.8,51
23,2,2020,9,21.5,83,0.6,3.1,65,1023.8,53
23,2,2020,12,24.6,63,0.0,10.8,13,1021.8,0
23,2,2020,15,24.0,67,0.0,13.2,87,1018.9,3
23,2,2020,18,20.6,85,0.0,6.6,32,1019.3,1
23,2,2020,21,19.9,93,0.0,4.9,38,1021.2,1
24,2,2020,0,19.2,92,0.0,8.4,60,1020.5,2
24,2,2020,3,18.6,91,0.0,7.3,29,1018.4,1
24,2,2020,6,18.0,91,0.0,8.4,76,1018.5,2
